Date,Sector,Value,Region,Short_Code
1978,Public administration,16700,Atlantic,NB
1978,Transportation and warehousing,15700,Atlantic,NB
1978,Utilities,3300,Atlantic,NB
1978,Wholesale and retail trade,41700,Atlantic,NB
1979,Accommodation and food services,11600,Atlantic,NB
1979,Agriculture,5100,Atlantic,NB
1979,"Business, building and other support services",3900,Atlantic,NB
1979,Construction,20900,Atlantic,NB
1979,Educational services,18100,Atlantic,NB
1979,"Finance, insurance, real estate, rental and leasing",10400,Atlantic,NB
1979,"Forestry, fishing, mining, quarrying, oil and gas",10300,Atlantic,NB
1979,Health care and social assistance ,23500,Atlantic,NB
1979,"Information, culture and recreation ",8400,Atlantic,NB
1979,Manufacturing,36300,Atlantic,NB
1979,Other services (except public administration),12600,Atlantic,NB
1979,"Professional, scientific and technical services",5000,Atlantic,NB
1979,Public administration,18900,Atlantic,NB
1979,Transportation and warehousing,15800,Atlantic,NB
1979,Utilities,2900,Atlantic,NB
1979,Wholesale and retail trade,46300,Atlantic,NB
1980,Accommodation and food services,12400,Atlantic,NB
1980,Agriculture,5900,Atlantic,NB
1980,"Business, building and other support services",4000,Atlantic,NB
1980,Construction,19300,Atlantic,NB
1980,Educational services,18600,Atlantic,NB
1980,"Finance, insurance, real estate, rental and leasing",12800,Atlantic,NB
1980,"Forestry, fishing, mining, quarrying, oil and gas",10600,Atlantic,NB
1980,Health care and social assistance ,23800,Atlantic,NB
1980,"Information, culture and recreation ",8600,Atlantic,NB
1980,Manufacturing,35700,Atlantic,NB
1980,Other services (except public administration),13700,Atlantic,NB
1980,"Professional, scientific and technical services",5500,Atlantic,NB
1980,Public administration,21000,Atlantic,NB
1980,Transportation and warehousing,14400,Atlantic,NB
1980,Utilities,3200,Atlantic,NB
1980,Wholesale and retail trade,44200,Atlantic,NB
1981,Accommodation and food services,12500,Atlantic,NB
1981,Agriculture,5700,Atlantic,NB
1981,"Business, building and other support services",3800,Atlantic,NB
1981,Construction,16400,Atlantic,NB
1981,Educational services,18800,Atlantic,NB
1981,"Finance, insurance, real estate, rental and leasing",11600,Atlantic,NB
1981,"Forestry, fishing, mining, quarrying, oil and gas",12700,Atlantic,NB
1981,Health care and social assistance ,22700,Atlantic,NB
1981,"Information, culture and recreation ",8600,Atlantic,NB
1981,Manufacturing,37600,Atlantic,NB
1981,Other services (except public administration),14900,Atlantic,NB
1981,"Professional, scientific and technical services",5100,Atlantic,NB
1981,Public administration,21300,Atlantic,NB
1981,Transportation and warehousing,15800,Atlantic,NB
1981,Utilities,4300,Atlantic,NB
1981,Wholesale and retail trade,45800,Atlantic,NB
1982,Accommodation and food services,12900,Atlantic,NB
1982,Agriculture,6900,Atlantic,NB
1982,"Business, building and other support services",4400,Atlantic,NB
1982,Construction,16700,Atlantic,NB
1982,Educational services,18500,Atlantic,NB
1982,"Finance, insurance, real estate, rental and leasing",10100,Atlantic,NB
1982,"Forestry, fishing, mining, quarrying, oil and gas",11600,Atlantic,NB
1982,Health care and social assistance ,24700,Atlantic,NB
1982,"Information, culture and recreation ",8400,Atlantic,NB
1982,Manufacturing,32100,Atlantic,NB
1982,Other services (except public administration),15200,Atlantic,NB
1982,"Professional, scientific and technical services",4800,Atlantic,NB
1982,Public administration,20900,Atlantic,NB
1982,Transportation and warehousing,15600,Atlantic,NB
1982,Utilities,3900,Atlantic,NB
1982,Wholesale and retail trade,41900,Atlantic,NB
1983,Accommodation and food services,13200,Atlantic,NB
1983,Agriculture,6700,Atlantic,NB
1983,"Business, building and other support services",4100,Atlantic,NB
1983,Construction,16700,Atlantic,NB
1983,Educational services,18600,Atlantic,NB
1983,"Finance, insurance, real estate, rental and leasing",10300,Atlantic,NB
1983,"Forestry, fishing, mining, quarrying, oil and gas",10500,Atlantic,NB
1983,Health care and social assistance ,26400,Atlantic,NB
1983,"Information, culture and recreation ",8500,Atlantic,NB
1983,Manufacturing,31800,Atlantic,NB
1983,Other services (except public administration),16000,Atlantic,NB
1983,"Professional, scientific and technical services",4900,Atlantic,NB
1983,Public administration,20600,Atlantic,NB
1983,Transportation and warehousing,15300,Atlantic,NB
1983,Utilities,3100,Atlantic,NB
1983,Wholesale and retail trade,44400,Atlantic,NB
1984,Accommodation and food services,14300,Atlantic,NB
1984,Agriculture,6800,Atlantic,NB
1984,"Business, building and other support services",4200,Atlantic,NB
1984,Construction,15300,Atlantic,NB
1984,Educational services,18400,Atlantic,NB
1984,"Finance, insurance, real estate, rental and leasing",10800,Atlantic,NB
1984,"Forestry, fishing, mining, quarrying, oil and gas",11000,Atlantic,NB
1984,Health care and social assistance ,26600,Atlantic,NB
1984,"Information, culture and recreation ",8400,Atlantic,NB
1984,Manufacturing,33400,Atlantic,NB
1984,Other services (except public administration),14300,Atlantic,NB
1984,"Professional, scientific and technical services",6100,Atlantic,NB
1984,Public administration,21200,Atlantic,NB
1984,Transportation and warehousing,16000,Atlantic,NB
1984,Utilities,3500,Atlantic,NB
1984,Wholesale and retail trade,44800,Atlantic,NB
1985,Accommodation and food services,14100,Atlantic,NB
1985,Agriculture,6900,Atlantic,NB
1985,"Business, building and other support services",4700,Atlantic,NB
1985,Construction,16500,Atlantic,NB
1985,Educational services,18800,Atlantic,NB
1985,"Finance, insurance, real estate, rental and leasing",11500,Atlantic,NB
1985,"Forestry, fishing, mining, quarrying, oil and gas",11000,Atlantic,NB
1985,Health care and social assistance ,27700,Atlantic,NB
1985,"Information, culture and recreation ",8200,Atlantic,NB
1985,Manufacturing,33700,Atlantic,NB
1985,Other services (except public administration),14800,Atlantic,NB
1985,"Professional, scientific and technical services",6300,Atlantic,NB
1985,Public administration,22000,Atlantic,NB
1985,Transportation and warehousing,16300,Atlantic,NB
1985,Utilities,3400,Atlantic,NB
1985,Wholesale and retail trade,46100,Atlantic,NB
1986,Accommodation and food services,14800,Atlantic,NB
1986,Agriculture,6300,Atlantic,NB
1986,"Business, building and other support services",5100,Atlantic,NB
1986,Construction,16800,Atlantic,NB
1986,Educational services,19700,Atlantic,NB
1986,"Finance, insurance, real estate, rental and leasing",12200,Atlantic,NB
1986,"Forestry, fishing, mining, quarrying, oil and gas",10800,Atlantic,NB
1986,Health care and social assistance ,30300,Atlantic,NB
1986,"Information, culture and recreation ",8100,Atlantic,NB
1986,Manufacturing,35400,Atlantic,NB
1986,Other services (except public administration),14900,Atlantic,NB
1986,"Professional, scientific and technical services",6000,Atlantic,NB
1986,Public administration,22000,Atlantic,NB
1986,Transportation and warehousing,16600,Atlantic,NB
1986,Utilities,3900,Atlantic,NB
1986,Wholesale and retail trade,48300,Atlantic,NB
1987,Accommodation and food services,17000,Atlantic,NB
1987,Agriculture,6000,Atlantic,NB
1987,"Business, building and other support services",5300,Atlantic,NB
1987,Construction,17500,Atlantic,NB
1987,Educational services,20800,Atlantic,NB
1987,"Finance, insurance, real estate, rental and leasing",13700,Atlantic,NB
1987,"Forestry, fishing, mining, quarrying, oil and gas",11100,Atlantic,NB
1987,Health care and social assistance ,32300,Atlantic,NB
1987,"Information, culture and recreation ",9100,Atlantic,NB
1987,Manufacturing,36400,Atlantic,NB
1987,Other services (except public administration),15500,Atlantic,NB
1987,"Professional, scientific and technical services",6000,Atlantic,NB
1987,Public administration,22200,Atlantic,NB
1987,Transportation and warehousing,15800,Atlantic,NB
1987,Utilities,3300,Atlantic,NB
1987,Wholesale and retail trade,48000,Atlantic,NB
1988,Accommodation and food services,18000,Atlantic,NB
1988,Agriculture,6000,Atlantic,NB
1988,"Business, building and other support services",4500,Atlantic,NB
1988,Construction,18800,Atlantic,NB
1988,Educational services,21000,Atlantic,NB
1988,"Finance, insurance, real estate, rental and leasing",13700,Atlantic,NB
1988,"Forestry, fishing, mining, quarrying, oil and gas",12500,Atlantic,NB
1988,Health care and social assistance ,33100,Atlantic,NB
1988,"Information, culture and recreation ",8800,Atlantic,NB
1988,Manufacturing,39600,Atlantic,NB
1988,Other services (except public administration),15300,Atlantic,NB
1988,"Professional, scientific and technical services",7100,Atlantic,NB
1988,Public administration,23100,Atlantic,NB
1988,Transportation and warehousing,16700,Atlantic,NB
1988,Utilities,3400,Atlantic,NB
1988,Wholesale and retail trade,49500,Atlantic,NB
1989,Accommodation and food services,18100,Atlantic,NB
1989,Agriculture,5700,Atlantic,NB
1989,"Business, building and other support services",5300,Atlantic,NB
1989,Construction,20000,Atlantic,NB
1989,Educational services,21800,Atlantic,NB
1989,"Finance, insurance, real estate, rental and leasing",14000,Atlantic,NB
1989,"Forestry, fishing, mining, quarrying, oil and gas",12900,Atlantic,NB
1989,Health care and social assistance ,33100,Atlantic,NB
1989,"Information, culture and recreation ",9200,Atlantic,NB
1989,Manufacturing,37600,Atlantic,NB
1989,Other services (except public administration),16300,Atlantic,NB
1989,"Professional, scientific and technical services",7200,Atlantic,NB
1989,Public administration,23400,Atlantic,NB
1989,Transportation and warehousing,16100,Atlantic,NB
1989,Utilities,3700,Atlantic,NB
1989,Wholesale and retail trade,52400,Atlantic,NB
1990,Accommodation and food services,17400,Atlantic,NB
1990,Agriculture,5400,Atlantic,NB
1990,"Business, building and other support services",5900,Atlantic,NB
1990,Construction,20500,Atlantic,NB
1990,Educational services,21500,Atlantic,NB
1990,"Finance, insurance, real estate, rental and leasing",12800,Atlantic,NB
1990,"Forestry, fishing, mining, quarrying, oil and gas",12900,Atlantic,NB
1990,Health care and social assistance ,33700,Atlantic,NB
1990,"Information, culture and recreation ",10300,Atlantic,NB
1990,Manufacturing,37800,Atlantic,NB
1990,Other services (except public administration),17000,Atlantic,NB
1990,"Professional, scientific and technical services",8000,Atlantic,NB
1990,Public administration,22500,Atlantic,NB
